ElectDist,Reported,Zohran Kwame Mamdani (Democratic),Curtis A. Sliwa (Republican),Irene Estrada (Conservative),Zohran Kwame Mamdani (Working Families),Curtis A. Sliwa (Protect Animals),Eric L. Adams (Safe&Affordable/EndAntiSemitism),Joseph Hernandez (Quality of Life),Andrew M. Cuomo (Fight and Deliver),Jim Walden (Integrity),WRITE-IN
30024,90.00%,266,48,0,41,3,2,0,169,0,0
30025,90.00%,396,28,0,44,2,0,0,186,0,1
30026,99.00%,4,0,0,0,0,0,0,8,0,0
30027,99.00%,176,66,1,29,3,0,1,263,0,2
30028,99.00%,83,31,0,9,2,0,0,78,0,0
30029,88.89%,8,0,0,2,0,0,0,6,0,0
30030,99.00%,255,74,0,38,3,1,1,324,1,2
30031,99.00%,247,77,0,20,4,1,0,250,0,1
30032,99.00%,18,9,1,4,0,0,0,35,0,0
30033,99.00%,210,51,2,25,3,0,0,154,1,2
30034,99.00%,83,38,1,12,3,1,0,136,0,0
30035,99.00%,262,39,0,51,6,0,0,268,0,3
30036,99.00%,268,64,2,30,7,1,1,298,1,2
30037,99.00%,224,37,1,28,1,0,0,141,0,0
30038,99.00%,260,40,1,19,3,1,0,169,1,0
30039,90.00%,224,43,2,28,4,0,0,172,0,0
30040,99.00%,212,23,1,43,2,3,0,116,0,0
30041,90.00%,292,44,0,43,3,2,0,184,0,1
30042,99.00%,357,10,1,44,0,0,0,76,0,0
30043,87.50%,137,17,0,51,1,1,0,78,0,0
30044,88.89%,59,6,0,7,2,0,0,28,0,0
30045,87.50%,364,23,2,50,0,2,0,131,0,1
30046,87.50%,363,29,0,49,2,1,0,143,1,1
30047,99.00%,253,22,1,51,0,0,0,147,2,0
30048,85.71%,156,22,1,29,2,2,2,101,0,0
30049,88.89%,353,49,1,68,4,2,1,171,2,1
30050,88.89%,264,31,2,36,2,2,0,166,0,0
30051,88.89%,294,36,0,54,0,1,1,158,0,0
30052,85.71%,196,29,0,24,1,0,1,99,2,0
30053,85.71%,189,30,0,26,2,0,0,124,2,0
30054,88.89%,149,18,0,25,5,2,0,91,0,0
30055,88.89%,239,35,0,46,3,0,1,140,0,2
30056,75.00%,250,53,0,29,4,2,0,174,1,3
30057,85.71%,0,0,0,0,0,0,0,0,0,0
30058,99.00%,0,0,0,0,0,0,0,0,0,0
30059,99.00%,0,0,0,0,0,0,0,0,0,0
31001,99.00%,273,22,0,18,1,4,0,161,3,1
31002,99.00%,187,19,0,9,1,5,0,131,0,1
31003,99.00%,161,12,1,18,1,2,0,104,0,0
31004,99.00%,168,17,0,13,0,3,0,165,0,1
31005,99.00%,195,13,0,9,1,0,0,116,0,0
31006,99.00%,132,14,0,7,0,2,0,117,0,1
31007,99.00%,129,15,1,17,0,2,0,75,0,2
31008,99.00%,238,21,0,9,1,2,0,166,0,1
31009,99.00%,125,11,1,8,1,0,0,86,0,1
31010,99.00%,145,6,2,7,0,0,0,111,0,0
31011,99.00%,171,13,1,10,1,1,0,111,0,1
31012,99.00%,225,12,1,7,0,1,0,173,0,0
31013,66.67%,79,9,0,7,2,2,0,48,0,1
31014,66.67%,82,14,0,3,1,2,0,56,0,0
31015,99.00%,312,27,3,24,1,2,0,187,0,1
31016,60.00%,117,46,1,10,3,1,0,78,0,2
31017,83.33%,4,1,0,0,0,0,0,3,0,0
31018,83.33%,78,8,1,6,1,1,0,57,0,0
31019,83.33%,10,2,0,0,0,0,0,1,0,0
31020,99.00%,294,30,1,33,5,3,0,191,0,0
31021,99.00%,241,40,0,27,2,1,0,206,0,1
31022,99.00%,211,8,1,9,2,0,0,142,0,0
31023,90.00%,239,11,0,14,0,2,0,150,0,1
31024,90.00%,74,14,0,6,0,1,0,39,0,1
31025,99.00%,262,10,0,11,2,4,0,168,0,2
31026,99.00%,248,11,0,13,0,3,3,158,0,1
31027,99.00%,292,11,0,13,3,3,0,175,1,0
31028,99.00%,215,8,0,9,0,2,0,166,1,1
31029,99.00%,220,8,0,17,1,1,2,129,0,1
31030,99.00%,132,2,0,5,0,2,0,98,0,0
31031,99.00%,145,9,1,3,0,4,0,116,2,1
31032,99.00%,244,12,2,14,0,2,0,202,1,0
31033,99.00%,110,10,0,4,0,1,0,50,0,0
31034,99.00%,222,14,0,10,0,1,0,178,2,2
31035,99.00%,196,7,1,5,0,0,0,111,1,0
31036,99.00%,48,4,0,1,0,1,0,43,1,0
31037,99.00%,208,15,2,17,2,0,1,180,0,1
31038,99.00%,151,14,0,13,0,2,0,91,0,1
31039,99.00%,112,14,0,7,1,2,0,100,1,0
31040,99.00%,240,64,1,35,4,0,0,211,1,1
31041,99.00%,223,18,1,14,1,3,1,126,0,0
31042,99.00%,79,16,0,3,1,0,0,66,0,0
31043,99.00%,199,27,1,14,3,0,0,150,0,0
31044,99.00%,155,32,0,12,4,1,0,133,0,1
31045,99.00%,229,23,1,12,4,0,2,145,0,2
31046,99.00%,209,12,0,10,3,3,0,123,0,0
31047,99.00%,84,19,1,5,2,1,0,51,0,0
31048,99.00%,110,21,0,3,0,1,0,66,0,1
31049,99.00%,26,5,1,6,0,0,0,21,0,0
31050,99.00%,167,20,0,16,2,0,0,153,0,0
31051,99.00%,201,38,0,8,0,0,0,124,0,0
31052,99.00%,178,28,0,11,2,1,0,108,0,0
31053,99.00%,147,17,0,17,2,0,0,114,1,0
31054,99.00%,216,12,0,16,0,4,0,158,0,1
31055,99.00%,161,20,1,14,0,2,0,188,0,0
31056,99.00%,204,16,1,19,5,1,0,134,0,0
31057,99.00%,219,75,1,20,5,2,0,198,0,0
31058,99.00%,0,0,0,0,0,0,0,0,0,0
31059,99.00%,0,0,0,0,0,0,0,0,0,0
31060,99.00%,0,0,0,0,0,0,0,0,0,0
31061,99.00%,0,0,0,0,0,0,0,0,0,0
31062,99.00%,0,0,0,0,0,0,0,0,0,0
31063,99.00%,0,0,0,0,0,0,0,0,0,0
32001,57.14%,9,0,0,0,0,0,0,0,0,0
32002,80.00%,48,2,0,2,0,1,0,22,0,0
32003,99.00%,358,9,0,39,2,2,0,154,1,0
32004,99.00%,278,15,0,11,0,0,0,53,0,0
32005,99.00%,390,11,2,26,3,1,0,141,0,1
32006,99.00%,23,1,0,2,0,0,0,2,0,0
32007,99.00%,301,18,0,30,1,4,0,197,0,1
32008,99.00%,309,26,0,19,1,2,0,165,1,0
32009,99.00%,283,21,1,23,2,1,0,110,0,0
32010,99.00%,209,4,1,14,0,1,0,65,0,0
32011,99.00%,20,0,0,0,0,1,0,14,0,0
32012,80.00%,216,14,0,13,0,2,0,104,0,1
32013,99.00%,4,0,0,1,0,0,0,6,0,0
32014,99.00%,48,0,0,1,0,0,0,7,0,1
32015,80.00%,196,23,0,17,4,1,1,165,0,0
32016,99.00%,55,1,0,5,0,1,0,31,0,0
32017,80.00%,240,21,0,12,0,3,0,117,0,1
32018,80.00%,56,6,0,7,2,1,0,53,0,1
32019,80.00%,231,10,0,13,0,1,0,128,1,0
32020,99.00%,164,11,0,15,0,5,0,126,0,3
32021,88.89%,224,11,1,19,0,1,1,136,0,0
32022,99.00%,266,15,1,7,2,7,0,212,1,3
32023,99.00%,191,11,1,19,0,3,0,149,0,1
32024,99.00%,179,9,0,7,1,0,0,145,0,0
32025,99.00%,197,7,0,13,0,2,0,133,0,0
32026,99.00%,225,15,1,15,0,3,0,192,1,1
32027,99.00%,249,22,1,5,3,2,1,167,0,0
32028,99.00%,184,11,1,14,0,3,1,142,1,0
32029,99.00%,131,10,1,7,1,1,1,85,0,1
32030,99.00%,180,3,2,7,0,3,0,127,0,1
32031,99.00%,165,9,0,6,1,1,0,128,0,0
32032,99.00%,198,14,0,17,0,2,0,193,2,0
32033,99.00%,62,0,2,6,0,5,0,50,0,0
32034,99.00%,257,8,1,17,3,3,0,200,0,3
32035,99.00%,122,4,0,10,0,2,0,64,1,0
32036,99.00%,155,8,0,6,1,3,0,109,0,2
32037,99.00%,303,14,2,19,0,4,2,205,2,1
32038,99.00%,292,13,1,15,1,3,0,157,1,0
32039,99.00%,204,9,0,10,1,4,0,148,0,1
32040,99.00%,197,8,0,12,1,3,0,129,0,2
32041,99.00%,99,5,4,10,2,4,0,104,0,0
32042,88.89%,240,6,1,10,2,2,0,110,0,1
32043,88.89%,318,18,2,12,0,1,0,145,0,0
32044,99.00%,136,5,1,8,1,2,1,90,0,0
32045,88.89%,199,4,2,15,0,2,0,83,0,0
32046,99.00%,178,11,0,9,0,2,0,149,0,1
32047,99.00%,169,6,0,11,0,0,0,157,0,1
32048,99.00%,246,9,0,18,1,1,0,190,0,0
32049,99.00%,146,4,1,6,0,2,0,135,0,0
32050,99.00%,275,5,1,21,1,1,0,220,1,2
32051,99.00%,241,6,0,14,0,6,2,221,0,0
32052,99.00%,174,9,0,16,1,1,0,126,0,0
32053,99.00%,306,8,3,16,2,11,0,286,0,1
32054,99.00%,267,16,1,12,1,7,0,298,1,3
32055,87.50%,169,8,1,5,0,3,0,166,1,0
32056,87.50%,155,9,1,6,0,3,1,184,0,1
32057,87.50%,154,9,0,6,3,3,0,192,0,1
32058,87.50%,151,5,0,10,2,2,1,165,0,2
32059,99.00%,181,6,0,9,0,2,0,175,0,2
32060,99.00%,209,4,1,15,3,2,0,188,0,1
32061,99.00%,182,12,1,4,2,3,0,204,1,0
32062,87.50%,169,5,1,8,2,2,0,112,0,0
32063,99.00%,153,1,0,4,1,2,0,128,1,0
32064,99.00%,172,6,1,6,0,2,0,136,0,0
32065,99.00%,218,9,0,4,1,3,0,145,1,0
32066,99.00%,67,1,0,3,0,0,0,38,0,0
32067,99.00%,194,7,0,13,2,3,0,129,0,1
32068,80.00%,0,0,0,0,0,0,0,0,0,0
33001,99.00%,313,98,2,16,5,3,0,321,0,2
33002,99.00%,333,111,1,32,9,2,0,323,0,3
33003,99.00%,391,96,2,31,4,3,2,241,2,0
33004,99.00%,251,89,1,11,3,0,1,312,3,0
33005,99.00%,296,58,3,17,5,1,0,253,0,0
33006,99.00%,337,114,6,27,6,7,0,356,1,0
33007,99.00%,228,94,1,30,5,4,1,227,1,1
33008,99.00%,345,96,1,37,5,3,0,275,0,0
33009,99.00%,345,75,3,37,3,1,2,202,0,0
33010,71.43%,212,58,0,18,1,0,1,127,0,2
33011,99.00%,208,34,0,12,3,1,0,135,0,1
33012,99.00%,230,49,4,16,1,2,0,180,1,2
33013,99.00%,47,9,0,3,0,0,0,18,0,0
33014,71.43%,198,22,1,15,2,2,0,141,1,0
33015,71.43%,223,16,0,17,2,0,0,118,0,1
33016,99.00%,345,40,1,19,1,1,0,180,2,1
33017,99.00%,383,45,1,31,4,3,0,248,0,1
33018,99.00%,262,23,1,18,3,1,0,157,0,0
33019,99.00%,271,23,0,14,0,0,0,130,0,0
33020,99.00%,337,38,0,25,4,2,0,169,1,0
33021,99.00%,418,47,2,14,1,0,1,204,1,3
33022,99.00%,155,6,1,7,2,1,0,93,0,0
33023,99.00%,373,25,0,24,2,1,0,231,0,3
33024,99.00%,49,8,0,2,3,0,0,49,0,0
33025,99.00%,190,13,0,18,1,0,0,93,0,0
33026,99.00%,32,10,1,4,1,1,1,30,0,0
33027,99.00%,259,19,0,5,2,0,0,196,0,2
33028,99.00%,121,10,1,10,0,3,0,61,0,2
33029,99.00%,295,22,0,22,2,5,1,202,1,0
33030,99.00%,290,22,1,15,0,4,0,191,0,0
33031,99.00%,262,19,2,8,2,9,0,185,1,3
33032,99.00%,320,26,2,17,2,4,0,280,0,2
33033,99.00%,193,9,0,13,0,2,0,147,1,2
33034,99.00%,285,15,2,19,1,4,0,203,2,1
33035,99.00%,352,8,2,14,3,10,0,274,2,0
33036,99.00%,351,11,1,16,2,5,3,265,0,0
33037,99.00%,292,12,0,17,0,5,0,259,1,1
33038,99.00%,285,10,0,7,0,2,0,208,0,2
33039,99.00%,214,14,2,10,0,0,0,195,0,0
33040,99.00%,183,10,1,9,0,5,0,159,0,0
33041,99.00%,162,8,0,7,0,1,1,138,0,1
33042,88.89%,219,9,1,15,0,3,0,194,0,1
33043,88.89%,121,3,0,6,1,1,1,116,0,0
33044,88.89%,280,11,0,13,4,2,1,236,1,2
33045,88.89%,248,6,1,14,1,4,0,184,1,2
33046,88.89%,261,9,2,12,1,1,1,190,1,3
33047,99.00%,262,9,1,5,0,4,0,168,1,1
33048,99.00%,264,11,1,12,1,3,2,192,3,1
33049,99.00%,124,5,0,8,1,2,0,93,1,0
33050,99.00%,318,15,1,6,0,3,0,202,1,2
33051,99.00%,369,15,0,16,0,7,0,236,1,0
33052,99.00%,354,7,0,22,7,5,0,212,1,1
33053,85.71%,237,9,1,14,2,4,0,121,0,0
33054,85.71%,231,7,2,18,1,3,0,152,0,1
33055,85.71%,165,9,0,21,1,3,0,144,0,2
33056,99.00%,332,7,0,16,3,4,1,210,0,1
33057,99.00%,214,8,0,23,2,3,1,161,0,0
33058,99.00%,246,10,0,15,2,3,0,183,0,2
33059,99.00%,165,9,0,5,2,1,0,122,0,0
33060,99.00%,212,10,1,10,0,5,2,179,0,0
33061,99.00%,265,12,0,20,2,4,0,186,0,0
33062,99.00%,163,4,0,8,0,0,1,83,0,0
33063,99.00%,201,8,1,13,1,0,0,99,0,0
33064,85.71%,221,16,0,11,1,0,1,182,1,0
34001,99.00%,400,100,1,82,7,0,1,312,0,2
34002,99.00%,52,10,2,5,0,0,0,57,0,0
34003,99.00%,277,40,0,45,2,0,0,182,1,0
34004,99.00%,357,45,1,126,3,0,1,157,1,2
34005,99.00%,420,52,1,137,9,2,0,222,2,2
34006,85.71%,24,7,0,3,1,0,0,31,0,0
34007,99.00%,387,42,4,117,2,1,1,192,0,3
34008,99.00%,457,53,0,110,5,2,0,247,2,3
34009,99.00%,299,70,0,80,7,0,0,227,1,1
34010,99.00%,198,38,1,29,1,0,1,169,1,1
34011,88.89%,106,17,0,20,1,1,0,99,0,0
34012,99.00%,488,46,0,186,6,2,0,248,0,0
34013,99.00%,455,59,0,118,5,1,0,226,2,3
34014,99.00%,428,82,1,134,10,0,0,339,1,3
34015,99.00%,115,48,1,20,1,0,0,161,0,0
34016,99.00%,78,41,1,16,3,0,0,147,0,0
34017,88.89%,316,55,0,95,4,2,0,219,1,0
34018,88.89%,405,45,0,109,2,2,0,236,1,3
34019,88.89%,375,53,0,131,1,3,0,193,0,0
34020,88.89%,400,67,1,135,9,1,0,237,1,4
34021,85.71%,180,17,3,16,1,2,0,185,0,0
34022,85.71%,99,18,1,13,2,0,1,96,0,0
34023,85.71%,109,19,0,43,2,2,1,72,0,0
34024,85.71%,350,62,0,101,7,1,0,192,2,1
34025,85.71%,309,55,0,84,6,2,1,291,1,2
34026,99.00%,35,6,0,13,1,0,0,37,0,0
34027,99.00%,199,64,1,30,3,1,0,252,0,1
34028,88.89%,121,18,2,19,3,2,0,90,0,1
34029,99.00%,191,27,1,22,2,1,0,181,0,2
34030,99.00%,203,35,0,18,2,1,1,176,0,0
34031,99.00%,362,40,2,43,2,2,0,199,0,0
34032,99.00%,189,35,1,15,0,0,0,144,0,1
34033,99.00%,111,18,1,16,2,1,1,108,1,0
34034,99.00%,220,36,3,31,2,2,0,156,1,0
34035,99.00%,171,22,1,8,0,0,0,110,0,0
34036,99.00%,357,56,1,37,2,2,0,191,1,0
34037,99.00%,147,24,4,21,1,0,0,114,0,1
34038,99.00%,168,21,2,22,1,1,0,82,0,0
34039,99.00%,340,31,1,75,6,2,0,193,2,0
34040,88.89%,165,36,2,17,3,1,0,138,1,0
34041,99.00%,294,52,2,97,4,2,1,254,2,0
34042,99.00%,220,32,1,48,5,1,0,194,1,0
34043,99.00%,239,34,2,49,4,0,1,181,0,0
34044,88.89%,249,37,5,37,1,1,0,211,0,0
34045,88.89%,118,24,1,21,1,0,1,68,0,0
34046,88.89%,278,48,2,64,4,2,0,295,1,1
34047,99.00%,233,54,1,35,8,2,1,286,1,3
34048,88.89%,190,26,0,35,1,2,0,125,0,0
34049,88.89%,310,39,2,76,2,1,0,245,3,2
34050,99.00%,52,13,2,11,3,1,2,31,1,1
34051,99.00%,238,51,1,30,3,2,0,236,1,2
34052,99.00%,334,49,1,63,6,0,0,219,1,1
34053,99.00%,4,0,0,1,0,0,0,0,0,0
34054,99.00%,176,34,1,21,2,1,1,168,2,1
34055,99.00%,74,9,0,13,2,0,0,43,0,1
34056,99.00%,150,41,0,33,1,3,0,184,1,1
34057,99.00%,16,6,0,1,0,0,0,11,0,0
34058,85.71%,0,0,0,0,0,0,0,0,0,0
34059,99.00%,0,0,0,0,0,0,0,0,0,0
34060,99.00%,0,0,0,0,0,0,0,0,0,0
35001,99.00%,180,88,2,30,8,0,0,266,0,1
35002,99.00%,144,24,0,19,2,2,1,145,2,1
35003,99.00%,134,18,0,30,2,1,0,119,0,1
35004,99.00%,166,30,0,19,1,0,1,139,1,0
35005,99.00%,184,26,1,18,1,5,0,163,1,0
35006,99.00%,223,31,1,28,1,1,0,169,0,1
35007,99.00%,298,42,2,35,4,5,0,222,0,0
35008,99.00%,281,28,4,27,2,2,1,228,0,0
35009,99.00%,168,48,0,25,2,1,2,410,0,0
35010,99.00%,103,20,0,16,0,0,0,103,0,1
35011,99.00%,157,11,0,16,1,2,0,112,0,0
35012,99.00%,217,33,3,32,1,2,0,143,0,1
35013,99.00%,210,28,1,26,0,3,0,164,0,0
35014,99.00%,245,20,3,29,0,1,1,173,1,0
35015,99.00%,156,20,0,22,1,3,1,165,0,1
35016,99.00%,247,24,2,22,2,2,0,224,0,2
35017,99.00%,176,29,1,20,0,1,1,146,0,0
35018,99.00%,79,22,1,10,0,1,0,97,0,0
35019,99.00%,111,19,0,11,3,2,0,90,0,0
35020,99.00%,68,16,0,6,0,0,0,60,0,0
35021,99.00%,58,20,3,3,4,5,1,64,0,0
35022,99.00%,200,34,2,17,2,5,0,136,0,1
35023,99.00%,125,22,1,12,1,1,0,145,0,1
35024,99.00%,152,19,1,10,1,1,0,127,2,0
35025,99.00%,203,31,1,14,1,0,0,196,0,1
35026,99.00%,214,30,3,28,2,1,0,194,0,0
35027,99.00%,58,10,0,9,3,0,0,51,0,0
35028,99.00%,33,7,0,8,1,0,0,42,0,0
35029,99.00%,151,14,0,16,0,0,0,109,1,0
35030,99.00%,234,43,1,27,3,1,2,237,1,1
35031,99.00%,125,21,1,15,3,0,0,296,1,1
35032,99.00%,221,18,0,19,2,2,0,182,1,2
35033,99.00%,218,19,1,10,2,2,0,178,0,1
35034,99.00%,165,29,0,14,0,2,1,189,0,1
35035,99.00%,198,24,1,14,1,3,0,171,0,3
35036,99.00%,208,24,2,9,2,6,0,184,1,0
35037,99.00%,102,38,0,14,2,0,0,188,0,0
35038,99.00%,162,54,1,20,3,3,0,301,1,0
35039,99.00%,190,58,1,25,3,6,1,386,0,0
35040,99.00%,135,32,1,21,9,2,0,311,1,3
35041,99.00%,150,28,0,21,3,2,0,443,0,1
35042,99.00%,170,36,1,24,4,1,0,576,0,0
35043,99.00%,76,23,0,4,3,1,0,176,0,0
35044,99.00%,110,16,1,10,1,1,0,130,0,0
35045,99.00%,88,32,0,10,2,0,0,290,1,0
35046,99.00%,118,18,1,19,2,0,1,217,0,0
35047,99.00%,0,0,0,0,0,0,0,0,0,0
35048,99.00%,51,7,1,7,0,0,0,31,0,0
35049,99.00%,184,79,0,30,4,1,0,261,1,3
35050,99.00%,0,0,0,0,0,0,0,0,0,0
35051,99.00%,0,0,0,0,0,0,0,0,0,0
35052,99.00%,0,0,0,0,0,0,0,0,0,0
35053,99.00%,0,0,0,0,0,0,0,0,0,0
35054,99.00%,0,0,0,0,0,0,0,0,0,0
35055,99.00%,0,0,0,0,0,0,0,0,0,0
35056,99.00%,0,0,0,0,0,0,0,0,0,0
35057,99.00%,0,0,0,0,0,0,0,0,0,0
35058,99.00%,0,0,0,0,0,0,0,0,0,0
35059,99.00%,0,0,0,0,0,0,0,0,0,0
35060,99.00%,0,0,0,0,0,0,0,0,0,0
35061,99.00%,0,0,0,0,0,0,0,0,0,0
35062,99.00%,0,0,0,0,0,0,0,0,0,0
35063,99.00%,0,0,0,0,0,0,0,0,0,0
35064,99.00%,0,0,0,0,0,0,0,0,0,0
35065,99.00%,0,0,0,0,0,0,0,0,0,0
36001,99.00%,329,67,0,57,7,1,2,237,0,1
36002,88.89%,145,16,0,54,2,0,1,79,0,2
36003,99.00%,407,45,0,149,6,0,0,312,2,6
36004,99.00%,325,54,0,108,7,0,0,210,0,0
36005,99.00%,476,70,0,156,5,3,0,331,3,5
36006,75.00%,175,9,1,24,1,2,1,135,1,0
36007,75.00%,403,36,0,65,1,2,0,138,0,3
36008,87.50%,288,45,0,83,4,1,0,201,0,0
36009,85.71%,293,31,1,95,3,0,0,96,0,2
36010,99.00%,555,61,0,177,6,1,1,200,2,0
36011,85.71%,223,17,0,46,3,0,0,100,1,0
36012,85.71%,358,36,0,123,2,0,0,106,0,6
36013,87.50%,344,47,0,76,1,0,0,146,1,1
36014,87.50%,491,36,0,118,3,2,0,152,0,2
36015,87.50%,166,9,0,27,2,2,0,42,1,1
36016,87.50%,319,25,0,89,0,0,0,124,2,1
36017,87.50%,457,43,0,140,1,1,0,176,2,5
36018,90.91%,243,20,0,60,3,1,1,66,1,3
36019,90.91%,476,37,2,134,3,0,0,189,1,3
36020,90.91%,487,42,0,150,6,2,0,158,0,2
36021,87.50%,434,31,0,140,1,1,0,141,0,2
36022,87.50%,473,34,0,190,6,1,1,182,1,2
36023,88.89%,422,48,0,150,3,0,0,171,1,3
36024,88.89%,341,30,0,88,2,0,2,110,1,3
36025,90.91%,533,41,0,167,9,0,0,161,1,1
36026,88.89%,276,22,0,91,5,0,0,69,0,3
36027,88.89%,122,9,0,46,1,1,1,57,0,0
36028,90.00%,441,61,1,132,5,0,0,198,1,2
36029,90.00%,74,7,1,9,0,0,0,15,0,0
36030,90.00%,198,21,4,65,0,0,0,79,0,2
36031,88.89%,285,23,0,73,0,1,0,89,0,0
36032,88.89%,372,15,0,86,2,2,0,106,0,1
36033,90.00%,48,6,0,12,2,0,0,18,0,0
36034,85.71%,39,5,0,12,1,0,0,27,0,1
36035,99.00%,529,20,0,89,2,0,0,167,0,4
36036,99.00%,352,29,0,61,0,1,0,176,2,2
36037,99.00%,386,12,0,63,3,2,0,90,3,3
36038,87.50%,174,27,1,16,3,5,0,176,0,1
36039,87.50%,178,24,1,21,6,6,1,206,0,3
36040,87.50%,213,23,3,20,2,9,0,169,2,4
36041,85.71%,483,27,0,103,3,0,1,136,2,2
36042,85.71%,476,16,0,111,2,0,1,133,1,6
36043,87.50%,317,20,0,65,2,0,0,73,1,1
36044,88.89%,400,52,1,126,4,1,0,155,1,3
36045,87.50%,227,22,0,68,2,0,0,96,0,0
36046,85.71%,202,21,0,24,4,3,0,193,0,0
36047,85.71%,184,22,0,21,3,4,0,181,0,1
36048,87.50%,240,13,0,59,3,0,0,68,0,0
36049,99.00%,331,18,1,85,5,0,0,150,4,4
36050,87.50%,32,1,0,10,1,0,0,24,0,1
36051,85.71%,161,12,1,41,2,0,0,71,1,0
36052,87.50%,91,16,0,13,2,1,0,42,0,0
36053,87.50%,138,9,0,31,1,0,0,52,0,1
36054,87.50%,392,26,2,114,1,0,2,146,0,1
36055,87.50%,374,36,0,96,4,0,1,198,1,2
36056,83.33%,359,68,4,128,4,0,2,356,1,6
36057,88.89%,401,31,0,114,0,1,0,151,0,2
36058,90.91%,280,19,0,81,2,2,1,89,0,3
36059,90.91%,318,20,0,58,3,0,1,122,3,4
36060,88.89%,270,29,1,83,0,0,1,101,1,0
36061,90.00%,251,25,0,109,3,0,0,113,1,0
36062,90.91%,383,24,1,133,1,0,0,137,1,2
36063,90.00%,475,51,0,161,4,1,0,143,3,1
36064,99.00%,214,31,0,62,6,0,0,140,0,3
36065,90.00%,379,45,0,119,4,1,0,141,1,1
36066,90.00%,66,1,0,21,0,0,1,19,0,1
36067,90.00%,30,2,0,15,0,0,0,12,0,0
36068,87.50%,0,0,0,0,0,0,0,0,0,0
36069,87.50%,0,0,0,0,0,0,0,0,0,0
36070,99.00%,0,0,0,0,0,0,0,0,0,0
37001,99.00%,630,21,0,97,3,0,1,209,1,2
37002,99.00%,581,25,0,124,3,2,0,309,3,7
37003,99.00%,542,40,0,98,6,3,0,331,4,4
37004,99.00%,307,30,2,54,0,4,0,240,2,6
37005,99.00%,336,10,1,54,3,1,0,187,0,3
37006,99.00%,513,22,2,62,2,2,0,357,2,2
37007,99.00%,456,24,2,109,4,0,0,233,1,3
37008,99.00%,476,12,0,83,3,0,0,138,2,1
37009,99.00%,252,4,0,48,1,1,0,110,4,3
37010,99.00%,2,0,0,0,0,0,0,2,0,0
37011,62.50%,44,23,0,7,4,0,0,62,1,0
37012,99.00%,371,42,1,137,4,4,0,130,0,1
37013,99.00%,48,8,0,10,0,0,0,22,0,1
37014,99.00%,367,50,1,61,3,1,0,230,0,6
37015,99.00%,88,10,1,14,1,0,0,59,0,0
37016,99.00%,207,27,0,38,3,2,0,96,1,1
37017,99.00%,242,35,0,38,1,1,1,148,1,0
37018,99.00%,267,28,0,46,2,0,2,195,1,0
37019,99.00%,368,31,1,92,9,6,0,166,1,2
37020,99.00%,388,38,1,96,5,1,0,174,0,2
37021,99.00%,363,45,0,121,3,1,1,227,1,3
37022,99.00%,428,50,2,126,8,1,1,231,1,7
37023,99.00%,323,27,0,88,7,0,0,130,1,2
37024,99.00%,399,40,1,132,3,1,0,220,2,2
37025,99.00%,354,30,1,94,4,0,2,148,4,2
37026,99.00%,359,28,1,79,3,1,1,144,1,2
37027,90.00%,479,54,1,130,10,2,1,243,1,0
37028,90.00%,441,51,1,135,6,3,0,209,1,1
37029,90.00%,333,32,0,105,3,2,1,150,0,4
37030,88.89%,410,51,1,112,0,0,1,225,0,4
37031,88.89%,386,64,1,120,3,0,0,238,3,0
37032,90.00%,158,13,1,49,5,0,0,76,0,0
37033,88.89%,256,41,0,72,4,0,0,136,1,1
37034,99.00%,0,1,0,0,0,0,0,0,0,0
37035,90.00%,467,38,0,121,2,2,0,264,1,8
37036,88.89%,377,91,2,103,7,3,1,348,0,3
37037,88.89%,168,34,0,55,3,0,0,96,1,2
37038,90.00%,0,0,0,0,0,0,0,0,0,0
37039,99.00%,89,170,0,10,9,1,0,355,0,0
37040,99.00%,140,173,1,19,15,4,0,367,0,3
37041,99.00%,19,7,0,1,0,0,0,11,0,0
37042,99.00%,291,17,0,44,2,0,1,146,3,0
37043,99.00%,169,42,1,38,1,1,1,168,0,0
37044,99.00%,257,59,0,93,1,1,0,133,0,1
37045,99.00%,128,42,2,25,3,0,0,86,0,0
37046,99.00%,26,24,0,4,2,0,0,49,0,0
37047,99.00%,203,196,5,23,18,0,0,302,0,0
37048,99.00%,160,148,0,35,6,2,0,236,0,1
37049,62.50%,68,88,1,8,2,0,0,114,1,0
37050,62.50%,90,106,1,18,7,0,0,145,0,0
37051,62.50%,103,121,1,19,11,2,0,140,0,0
37052,83.33%,293,108,2,86,5,2,0,233,0,2
37053,99.00%,312,95,0,112,6,0,1,214,0,4
37054,99.00%,313,60,0,132,2,0,0,127,0,1
37055,99.00%,272,43,1,106,2,1,0,148,3,2
37056,99.00%,251,42,0,80,1,0,1,127,0,0
37057,99.00%,365,73,0,152,6,1,0,145,0,1
37058,99.00%,158,38,1,63,1,1,1,96,0,0
37059,99.00%,238,31,0,107,3,0,0,56,0,3
37060,99.00%,175,14,0,61,2,0,0,57,0,1
37061,99.00%,264,25,0,118,4,0,1,86,0,0
37062,83.33%,143,50,0,61,5,1,0,78,0,1
37063,99.00%,361,62,0,155,2,0,0,119,0,1
37064,99.00%,440,63,0,159,4,0,0,152,0,0
37065,99.00%,342,39,2,130,2,0,0,84,0,1
37066,99.00%,0,0,0,0,0,0,0,0,0,0
37067,99.00%,0,0,0,0,0,0,0,0,0,0
